PRODUCT_ID;CATEGORY;POPULARITY
443;8;352
444;17;360
445;3;342
446;18;987
447;7;362
448;2;161
449;4;511
450;18;193
451;14;331
452;8;180
453;4;363
454;8;315
455;17;196
456;11;203
457;19;513
458;1;185
459;6;553
460;11;170
461;0;1023
462;17;547
463;9;339
464;7;205
465;19;385
466;3;181
467;7;379
468;10;873
469;10;158
470;18;872
471;11;359
472;2;166
473;10;165
474;13;190
475;11;337
476;0;367
477;15;472
478;11;532
479;8;180
480;6;192
481;13;366
482;5;736
483;11;535
484;10;520
485;14;183
486;10;183
487;13;147
488;0;363
489;1;367
490;18;174
491;19;487
492;1;174
493;8;178
494;13;353
495;3;207
496;1;366
497;2;354
498;9;537
499;10;525
500;16;176
