ORDER;PRODUCT;QTY;STATION
ORD_10;PROD_308;3;1
ORD_10;PROD_101;9;1
ORD_10;PROD_76;1;3
ORD_10;PROD_14;8;2
ORD_11;PROD_123;1;5
ORD_11;PROD_308;3;5
ORD_11;PROD_470;3;2
ORD_11;PROD_99;4;2
ORD_11;PROD_81;1;5
ORD_11;PROD_225;9;4
ORD_11;PROD_332;7;1
ORD_11;PROD_494;7;1
ORD_11;PROD_144;9;5
ORD_11;PROD_184;3;2
ORD_11;PROD_368;2;1
ORD_12;PROD_177;8;3
ORD_12;PROD_374;1;4
ORD_12;PROD_301;5;4
ORD_12;PROD_483;4;2
ORD_12;PROD_45;3;2
ORD_12;PROD_372;2;5
ORD_12;PROD_482;8;1
ORD_12;PROD_179;1;5
ORD_12;PROD_111;4;5
ORD_12;PROD_9;9;5
ORD_12;PROD_222;7;2
ORD_12;PROD_285;3;2
ORD_12;PROD_349;8;3
ORD_12;PROD_110;1;2
ORD_13;PROD_411;5;2
ORD_13;PROD_467;7;4
ORD_13;PROD_247;4;3
ORD_13;PROD_268;2;5
ORD_13;PROD_29;5;2
ORD_13;PROD_446;9;4
ORD_13;PROD_94;3;5
ORD_13;PROD_222;7;3
ORD_13;PROD_217;2;2
ORD_13;PROD_270;6;2
ORD_14;PROD_416;6;2
ORD_14;PROD_334;2;5
ORD_14;PROD_280;3;5
ORD_14;PROD_46;9;3
ORD_14;PROD_18;4;1
ORD_14;PROD_367;5;3
ORD_14;PROD_246;5;1
ORD_14;PROD_350;2;2
ORD_14;PROD_220;9;1
ORD_15;PROD_409;5;5
ORD_15;PROD_196;8;3
ORD_15;PROD_449;6;3
ORD_15;PROD_337;9;5
ORD_15;PROD_159;2;4
ORD_15;PROD_7;3;3
ORD_15;PROD_61;5;2
ORD_15;PROD_352;5;2
ORD_16;PROD_6;4;3
ORD_16;PROD_24;6;2
ORD_16;PROD_225;1;5
ORD_16;PROD_60;8;1
ORD_16;PROD_284;9;3
ORD_16;PROD_220;8;1
ORD_16;PROD_330;8;2
ORD_16;PROD_279;6;3
ORD_16;PROD_335;2;3
ORD_16;PROD_46;5;1
ORD_16;PROD_368;1;1
ORD_16;PROD_293;3;5
ORD_16;PROD_142;3;2
ORD_16;PROD_304;7;3
ORD_16;PROD_78;2;3
ORD_17;PROD_223;6;5
ORD_17;PROD_379;6;5
ORD_17;PROD_431;4;4
ORD_17;PROD_348;9;4
ORD_17;PROD_130;7;2
ORD_17;PROD_158;1;3
ORD_17;PROD_166;7;5
ORD_18;PROD_101;6;4
ORD_18;PROD_149;2;5
ORD_18;PROD_141;7;5
ORD_18;PROD_491;5;1
ORD_18;PROD_373;5;4
ORD_18;PROD_33;3;4
ORD_18;PROD_236;4;2
ORD_18;PROD_198;3;2
ORD_18;PROD_235;6;5
ORD_19;PROD_223;8;1
ORD_19;PROD_32;3;1
ORD_19;PROD_135;8;3
ORD_19;PROD_86;6;3
ORD_19;PROD_414;8;1
ORD_19;PROD_459;9;1
ORD_19;PROD_248;4;4
ORD_19;PROD_105;6;3
ORD_19;PROD_61;9;1
ORD_19;PROD_484;6;5
ORD_19;PROD_153;5;5
ORD_20;PROD_387;2;3
ORD_20;PROD_57;4;2
ORD_20;PROD_321;8;1
ORD_20;PROD_105;7;5
ORD_20;PROD_313;2;4
ORD_20;PROD_86;9;5
ORD_20;PROD_411;2;1
ORD_20;PROD_441;2;3
ORD_20;PROD_439;3;5
ORD_20;PROD_480;1;5
ORD_20;PROD_328;1;3
ORD_21;PROD_228;5;3
ORD_21;PROD_288;4;4
ORD_21;PROD_316;4;4
ORD_21;PROD_403;7;2
ORD_21;PROD_355;5;4
ORD_21;PROD_448;3;2
ORD_21;PROD_35;7;3
ORD_21;PROD_126;7;4
ORD_21;PROD_417;2;3
ORD_22;PROD_216;8;1
ORD_22;PROD_251;6;4
ORD_22;PROD_57;5;3
ORD_22;PROD_86;7;2
ORD_22;PROD_227;8;1
ORD_22;PROD_82;7;4
ORD_22;PROD_329;2;3
ORD_22;PROD_241;5;1
ORD_22;PROD_2;3;3
ORD_22;PROD_251;3;3
ORD_22;PROD_42;2;1
ORD_22;PROD_426;7;1
ORD_23;PROD_221;8;5
ORD_23;PROD_152;3;3
ORD_23;PROD_286;9;5
ORD_23;PROD_376;7;3
ORD_23;PROD_235;6;1
ORD_23;PROD_98;6;4
ORD_23;PROD_325;5;3
ORD_23;PROD_433;7;3
ORD_24;PROD_375;2;1
ORD_24;PROD_23;3;5
ORD_24;PROD_224;6;5
ORD_24;PROD_426;7;4
ORD_24;PROD_201;7;5
ORD_24;PROD_387;7;5
ORD_24;PROD_283;8;2
ORD_24;PROD_347;1;3
ORD_24;PROD_458;1;4
ORD_25;PROD_470;2;2
ORD_25;PROD_99;2;5
ORD_25;PROD_81;7;3
ORD_25;PROD_225;9;1
ORD_25;PROD_332;1;2
ORD_25;PROD_229;1;3
ORD_25;PROD_121;7;1
ORD_26;PROD_47;1;4
ORD_26;PROD_55;9;4
ORD_26;PROD_111;6;1
ORD_26;PROD_248;8;2
ORD_26;PROD_415;2;3
ORD_26;PROD_268;9;2
ORD_26;PROD_29;6;1
ORD_26;PROD_446;5;1
ORD_26;PROD_94;9;2
ORD_26;PROD_222;7;3
ORD_26;PROD_298;4;2
ORD_26;PROD_436;3;2
ORD_26;PROD_281;6;1
ORD_26;PROD_259;6;5
ORD_27;PROD_498;4;3
ORD_27;PROD_355;9;1
ORD_27;PROD_220;4;3
ORD_27;PROD_70;6;5
ORD_27;PROD_146;4;3
ORD_28;PROD_180;1;3
ORD_28;PROD_213;3;3
ORD_28;PROD_57;1;2
ORD_28;PROD_119;2;4
ORD_28;PROD_88;9;4
ORD_28;PROD_122;1;3
ORD_28;PROD_482;1;5
ORD_28;PROD_244;3;1
ORD_28;PROD_67;8;5
ORD_28;PROD_294;9;2
ORD_28;PROD_130;7;1
ORD_28;PROD_343;5;4
ORD_28;PROD_40;8;5
ORD_28;PROD_212;6;5
ORD_29;PROD_195;4;2
ORD_29;PROD_482;8;5
ORD_29;PROD_91;2;4
ORD_29;PROD_369;8;4
ORD_29;PROD_303;2;5
ORD_29;PROD_458;6;1
ORD_29;PROD_195;6;3
ORD_29;PROD_167;1;1
ORD_29;PROD_477;7;2
ORD_29;PROD_345;4;4
ORD_30;PROD_281;3;3
ORD_30;PROD_315;2;3
ORD_30;PROD_412;4;4
ORD_30;PROD_115;2;4
ORD_30;PROD_22;6;2
ORD_30;PROD_184;5;5
ORD_30;PROD_169;7;4
ORD_30;PROD_374;7;2
ORD_31;PROD_64;8;4
ORD_31;PROD_105;5;2
ORD_31;PROD_447;5;4
ORD_31;PROD_81;5;5
ORD_31;PROD_9;2;1
ORD_31;PROD_463;9;1
ORD_31;PROD_32;3;4
ORD_31;PROD_235;6;3
ORD_31;PROD_73;3;4
ORD_32;PROD_210;1;2
ORD_32;PROD_95;2;1
ORD_32;PROD_280;7;1
ORD_32;PROD_254;8;3
ORD_32;PROD_347;9;1
ORD_32;PROD_109;9;4
ORD_32;PROD_435;4;4
ORD_32;PROD_188;2;3
ORD_32;PROD_344;3;2
ORD_32;PROD_208;2;1
ORD_32;PROD_115;5;1
ORD_32;PROD_424;4;4
ORD_33;PROD_97;9;4
ORD_33;PROD_497;3;5
ORD_33;PROD_353;9;2
ORD_33;PROD_397;7;1
ORD_33;PROD_328;4;2
ORD_33;PROD_395;8;3
ORD_33;PROD_109;6;2
ORD_33;PROD_14;2;5
ORD_33;PROD_475;1;1
ORD_33;PROD_466;6;1
ORD_33;PROD_438;9;4
ORD_33;PROD_392;3;1
ORD_33;PROD_161;1;2
ORD_33;PROD_132;4;1
ORD_33;PROD_113;8;2
ORD_34;PROD_177;8;1
ORD_34;PROD_359;1;1
ORD_34;PROD_492;8;5
ORD_34;PROD_185;8;1
ORD_34;PROD_461;3;4
ORD_35;PROD_222;5;2
ORD_35;PROD_488;8;2
ORD_35;PROD_496;3;5
ORD_35;PROD_348;8;2
ORD_35;PROD_367;1;1
ORD_36;PROD_50;3;5
ORD_36;PROD_70;2;2
ORD_36;PROD_139;5;2
ORD_36;PROD_439;4;2
ORD_36;PROD_374;5;2
ORD_36;PROD_170;8;5
ORD_36;PROD_90;6;4
ORD_36;PROD_139;9;5
ORD_37;PROD_357;6;3
ORD_37;PROD_465;9;2
ORD_37;PROD_222;8;4
ORD_37;PROD_33;1;2
ORD_37;PROD_139;4;2
ORD_37;PROD_449;4;3
ORD_37;PROD_334;5;2
ORD_37;PROD_16;3;4
ORD_37;PROD_376;3;3
ORD_37;PROD_476;5;4
ORD_37;PROD_192;9;4
ORD_37;PROD_104;7;4
ORD_37;PROD_68;5;2
ORD_37;PROD_324;9;2
ORD_38;PROD_90;2;1
ORD_38;PROD_191;7;1
ORD_38;PROD_402;5;5
ORD_38;PROD_200;8;5
ORD_38;PROD_438;3;2
ORD_38;PROD_429;7;2
ORD_38;PROD_283;1;3
ORD_38;PROD_214;1;1
ORD_38;PROD_156;9;3
ORD_38;PROD_18;7;2
ORD_38;PROD_343;5;3
ORD_38;PROD_105;7;3
ORD_38;PROD_159;6;2
ORD_39;PROD_335;6;2
ORD_39;PROD_254;7;1
ORD_39;PROD_451;1;3
ORD_39;PROD_123;9;2
ORD_39;PROD_268;8;2
ORD_39;PROD_29;3;3
ORD_39;PROD_446;9;5
ORD_39;PROD_94;9;4
ORD_39;PROD_222;5;5
ORD_39;PROD_483;7;3
ORD_39;PROD_84;8;3
ORD_39;PROD_61;6;3
ORD_39;PROD_252;6;1
ORD_39;PROD_230;4;4
ORD_40;PROD_13;6;3
ORD_40;PROD_219;7;4
ORD_40;PROD_17;6;1
ORD_40;PROD_242;8;1
ORD_40;PROD_340;6;3
ORD_40;PROD_158;1;4
ORD_40;PROD_166;5;5
ORD_41;PROD_55;3;1
ORD_41;PROD_109;9;2
ORD_41;PROD_477;8;5
ORD_41;PROD_454;6;5
ORD_41;PROD_178;2;4
ORD_41;PROD_90;7;5
ORD_41;PROD_482;3;2
ORD_41;PROD_49;5;2
ORD_41;PROD_494;5;5
ORD_41;PROD_144;9;4
ORD_41;PROD_184;5;3
ORD_42;PROD_278;7;4
ORD_42;PROD_380;5;2
ORD_42;PROD_415;7;4
ORD_42;PROD_468;2;5
ORD_42;PROD_421;9;2
ORD_42;PROD_125;1;4
ORD_42;PROD_55;1;1
ORD_43;PROD_305;1;2
ORD_43;PROD_312;7;4
ORD_43;PROD_198;3;2
ORD_43;PROD_281;1;1
ORD_43;PROD_151;5;5
ORD_43;PROD_152;4;3
ORD_43;PROD_41;7;2
ORD_43;PROD_269;8;5
ORD_43;PROD_74;8;4
ORD_43;PROD_211;5;4
ORD_43;PROD_265;4;3
ORD_43;PROD_188;5;1
ORD_43;PROD_386;4;5
ORD_43;PROD_357;7;4
ORD_43;PROD_241;4;2
ORD_44;PROD_408;5;2
ORD_44;PROD_149;2;3
ORD_44;PROD_185;7;1
ORD_44;PROD_457;8;4
ORD_44;PROD_403;5;2
ORD_44;PROD_468;2;2
ORD_44;PROD_156;1;2
ORD_45;PROD_268;8;1
ORD_45;PROD_29;3;5
ORD_45;PROD_446;4;3
ORD_45;PROD_94;7;3
ORD_45;PROD_222;9;4
ORD_45;PROD_37;2;4
ORD_45;PROD_459;2;3
ORD_45;PROD_173;1;4
ORD_45;PROD_400;1;5
ORD_45;PROD_368;1;4
ORD_46;PROD_320;5;4
ORD_46;PROD_48;2;1
ORD_46;PROD_155;3;3
ORD_46;PROD_470;9;3
ORD_46;PROD_146;5;3
ORD_46;PROD_16;6;1
ORD_46;PROD_220;6;1
ORD_46;PROD_402;6;5
ORD_46;PROD_314;3;3
ORD_46;PROD_132;5;2
ORD_46;PROD_319;3;2
ORD_46;PROD_490;3;5
ORD_46;PROD_476;4;2
ORD_46;PROD_230;6;5
ORD_47;PROD_286;7;1
ORD_47;PROD_376;8;5
ORD_47;PROD_235;7;4
ORD_47;PROD_426;8;1
ORD_47;PROD_471;3;2
ORD_47;PROD_308;1;1
ORD_48;PROD_286;5;1
ORD_48;PROD_376;8;1
ORD_48;PROD_235;2;5
ORD_48;PROD_67;7;3
ORD_48;PROD_97;9;4
ORD_48;PROD_142;8;1
ORD_48;PROD_220;5;3
ORD_48;PROD_214;6;5
ORD_48;PROD_484;7;4
ORD_48;PROD_62;1;4
ORD_49;PROD_181;5;3
ORD_49;PROD_228;8;3
ORD_49;PROD_275;3;1
ORD_49;PROD_186;2;5
ORD_49;PROD_341;2;2
ORD_49;PROD_211;6;4
ORD_49;PROD_249;5;3
ORD_49;PROD_384;2;5
ORD_49;PROD_43;8;2
ORD_49;PROD_73;7;2
ORD_49;PROD_429;4;4
ORD_49;PROD_342;8;4
ORD_50;PROD_483;3;4
ORD_50;PROD_84;4;3
ORD_50;PROD_255;4;1
ORD_50;PROD_297;9;2
ORD_50;PROD_13;8;2
ORD_50;PROD_389;6;4
ORD_50;PROD_448;2;3
ORD_50;PROD_46;6;1
ORD_50;PROD_334;2;5
ORD_50;PROD_242;1;5
ORD_50;PROD_71;7;4
ORD_50;PROD_454;1;5
ORD_50;PROD_59;4;5
ORD_51;PROD_320;1;1
ORD_51;PROD_48;4;2
ORD_51;PROD_155;7;5
ORD_51;PROD_470;2;3
ORD_51;PROD_269;4;4
ORD_52;PROD_364;4;4
ORD_52;PROD_204;5;2
ORD_52;PROD_90;5;4
ORD_52;PROD_482;8;3
ORD_52;PROD_49;2;1
ORD_53;PROD_447;7;5
ORD_53;PROD_68;4;4
ORD_53;PROD_497;5;4
ORD_53;PROD_39;7;4
ORD_53;PROD_473;6;1
ORD_54;PROD_7;2;5
ORD_54;PROD_115;8;5
ORD_54;PROD_231;4;5
ORD_54;PROD_150;3;2
ORD_54;PROD_481;9;2
ORD_54;PROD_415;2;1
ORD_54;PROD_425;6;5
ORD_54;PROD_221;1;4
ORD_55;PROD_116;7;2
ORD_55;PROD_138;3;1
ORD_55;PROD_468;3;4
ORD_55;PROD_12;7;3
ORD_55;PROD_29;7;3
ORD_55;PROD_294;3;2
ORD_55;PROD_199;5;2
ORD_55;PROD_118;9;4
ORD_55;PROD_223;4;4
ORD_55;PROD_335;6;3
ORD_55;PROD_457;5;1
ORD_55;PROD_448;7;4
ORD_56;PROD_161;1;2
ORD_56;PROD_99;6;4
ORD_56;PROD_461;5;2
ORD_56;PROD_407;7;1
ORD_56;PROD_207;1;5
ORD_56;PROD_498;8;4
ORD_56;PROD_276;5;4
ORD_56;PROD_348;3;5
ORD_56;PROD_255;6;2
ORD_56;PROD_390;4;4
ORD_56;PROD_427;2;2
ORD_57;PROD_403;6;1
ORD_57;PROD_319;6;2
ORD_57;PROD_499;1;2
ORD_57;PROD_277;6;3
ORD_57;PROD_491;1;4
ORD_57;PROD_104;4;2
ORD_57;PROD_364;3;3
ORD_57;PROD_31;3;4
ORD_57;PROD_374;4;1
ORD_57;PROD_242;4;1
ORD_57;PROD_222;3;1
ORD_57;PROD_455;4;4
ORD_57;PROD_379;6;1
ORD_57;PROD_168;7;3
ORD_58;PROD_198;9;5
ORD_58;PROD_238;5;1
ORD_58;PROD_96;1;3
ORD_58;PROD_272;1;3
ORD_58;PROD_166;7;3
ORD_58;PROD_404;9;2
ORD_58;PROD_446;4;2
ORD_58;PROD_258;9;5
ORD_58;PROD_354;7;2
ORD_58;PROD_487;6;4
ORD_58;PROD_216;8;1
ORD_58;PROD_380;7;3
ORD_58;PROD_423;6;5
ORD_58;PROD_134;3;5
ORD_58;PROD_340;9;2
ORD_59;PROD_94;5;4
ORD_59;PROD_103;7;2
ORD_59;PROD_195;1;4
ORD_59;PROD_482;8;1
ORD_59;PROD_91;1;4
ORD_59;PROD_210;3;4
ORD_59;PROD_95;8;2
ORD_59;PROD_280;4;5
ORD_59;PROD_254;6;3
ORD_59;PROD_347;3;5
ORD_60;PROD_357;2;1
ORD_60;PROD_465;3;2
ORD_60;PROD_222;8;1
ORD_60;PROD_33;6;4
ORD_60;PROD_278;2;2
ORD_60;PROD_380;7;5
ORD_60;PROD_415;6;1
ORD_60;PROD_379;9;1
ORD_60;PROD_231;2;3
ORD_60;PROD_401;2;3
ORD_60;PROD_215;2;5
ORD_60;PROD_273;6;4
ORD_60;PROD_105;9;3
ORD_60;PROD_374;5;5
ORD_60;PROD_23;1;1
ORD_61;PROD_187;5;2
ORD_61;PROD_478;2;3
ORD_61;PROD_499;1;3
ORD_61;PROD_103;8;2
ORD_61;PROD_417;7;3
ORD_61;PROD_364;6;3
ORD_61;PROD_4;3;3
ORD_61;PROD_149;3;1
ORD_61;PROD_61;5;5
ORD_61;PROD_282;1;5
ORD_61;PROD_117;9;3
ORD_61;PROD_172;1;3
ORD_61;PROD_421;5;5
ORD_62;PROD_337;8;1
ORD_62;PROD_30;1;2
ORD_62;PROD_440;8;1
ORD_62;PROD_258;9;2
ORD_62;PROD_271;7;2
ORD_62;PROD_51;1;1
ORD_62;PROD_279;3;3
ORD_62;PROD_234;2;2
ORD_62;PROD_26;4;2
ORD_62;PROD_11;2;2
ORD_62;PROD_384;6;1
ORD_63;PROD_12;5;1
ORD_63;PROD_177;2;3
ORD_63;PROD_230;2;1
ORD_63;PROD_375;1;2
ORD_63;PROD_61;1;4
ORD_63;PROD_19;5;1
ORD_63;PROD_308;7;3
ORD_63;PROD_311;8;5
ORD_64;PROD_305;9;4
ORD_64;PROD_423;8;3
ORD_64;PROD_454;4;3
ORD_64;PROD_9;3;3
ORD_64;PROD_200;5;5
ORD_64;PROD_445;1;5
ORD_64;PROD_334;8;5
ORD_64;PROD_438;6;1
ORD_64;PROD_230;3;3
ORD_64;PROD_393;5;5
ORD_64;PROD_316;1;2
ORD_65;PROD_71;4;3
ORD_65;PROD_297;1;4
ORD_65;PROD_309;1;4
ORD_65;PROD_112;8;5
ORD_65;PROD_364;4;2
ORD_65;PROD_204;8;2
ORD_65;PROD_457;3;2
ORD_65;PROD_49;5;4
ORD_65;PROD_216;4;1
ORD_65;PROD_76;1;4
ORD_65;PROD_34;7;4
ORD_65;PROD_248;1;5
ORD_65;PROD_318;8;5
ORD_65;PROD_290;8;2
ORD_65;PROD_23;2;5
ORD_66;PROD_361;4;5
ORD_66;PROD_14;8;5
ORD_66;PROD_320;1;4
ORD_66;PROD_292;2;1
ORD_66;PROD_104;8;1
ORD_67;PROD_286;7;2
ORD_67;PROD_376;8;3
ORD_67;PROD_235;5;5
ORD_67;PROD_82;9;5
ORD_67;PROD_177;2;4
ORD_67;PROD_384;2;5
ORD_67;PROD_248;2;2
ORD_67;PROD_229;1;2
ORD_67;PROD_283;5;2
ORD_67;PROD_324;5;2
ORD_67;PROD_163;3;2
ORD_67;PROD_91;9;5
ORD_67;PROD_211;6;2
ORD_68;PROD_254;8;5
ORD_68;PROD_274;1;2
ORD_68;PROD_379;8;4
ORD_68;PROD_49;1;4
ORD_68;PROD_189;5;3
ORD_68;PROD_65;8;5
ORD_68;PROD_459;4;4
ORD_68;PROD_164;3;3
ORD_68;PROD_224;9;4
ORD_68;PROD_476;2;4
ORD_68;PROD_326;1;2
ORD_68;PROD_7;9;4
ORD_69;PROD_393;2;1
ORD_69;PROD_426;8;2
ORD_69;PROD_191;2;3
ORD_69;PROD_361;7;1
ORD_69;PROD_409;1;4
ORD_69;PROD_478;6;4
ORD_69;PROD_304;8;3
ORD_69;PROD_439;7;2
ORD_69;PROD_232;5;3
ORD_69;PROD_220;6;5
ORD_69;PROD_66;6;3
ORD_70;PROD_83;9;4
ORD_70;PROD_356;8;2
ORD_70;PROD_118;7;3
ORD_70;PROD_303;6;4
ORD_70;PROD_27;6;3
ORD_70;PROD_209;7;4
ORD_70;PROD_402;2;3
ORD_70;PROD_125;2;5
ORD_71;PROD_113;4;5
ORD_71;PROD_270;9;1
ORD_71;PROD_251;3;1
ORD_71;PROD_34;3;2
ORD_71;PROD_446;3;5
ORD_72;PROD_335;4;2
ORD_72;PROD_254;2;3
ORD_72;PROD_451;3;5
ORD_72;PROD_123;9;4
ORD_72;PROD_444;5;5
ORD_72;PROD_247;5;1
ORD_72;PROD_462;9;2
ORD_72;PROD_142;3;1
ORD_72;PROD_432;3;5
ORD_72;PROD_268;1;2
ORD_72;PROD_114;2;3
ORD_72;PROD_470;2;5
ORD_72;PROD_493;6;4
ORD_72;PROD_180;6;2
ORD_72;PROD_489;1;3
ORD_73;PROD_3;5;3
ORD_73;PROD_81;6;4
ORD_73;PROD_292;1;3
ORD_73;PROD_179;1;5
ORD_73;PROD_360;8;2
ORD_73;PROD_337;4;3
ORD_73;PROD_441;6;3
ORD_73;PROD_315;2;1
ORD_73;PROD_94;6;3
ORD_73;PROD_217;8;4
ORD_73;PROD_22;3;5
ORD_73;PROD_421;4;4
ORD_74;PROD_357;9;1
ORD_74;PROD_465;4;3
ORD_74;PROD_222;7;3
ORD_74;PROD_33;1;2
ORD_74;PROD_168;7;3
ORD_74;PROD_297;4;3
ORD_74;PROD_189;1;5
ORD_74;PROD_193;1;1
ORD_75;PROD_459;6;1
ORD_75;PROD_248;6;3
ORD_75;PROD_105;2;4
ORD_75;PROD_61;9;1
ORD_75;PROD_484;5;2
ORD_75;PROD_203;7;5
ORD_76;PROD_117;8;5
ORD_76;PROD_238;7;4
ORD_76;PROD_434;2;1
ORD_76;PROD_133;3;5
ORD_76;PROD_365;2;4
ORD_76;PROD_304;4;3
ORD_76;PROD_7;2;2
ORD_76;PROD_415;3;3
ORD_76;PROD_447;5;4
ORD_77;PROD_320;5;4
ORD_77;PROD_48;5;3
ORD_77;PROD_155;7;3
ORD_77;PROD_470;3;3
ORD_77;PROD_188;2;1
ORD_77;PROD_325;9;4
ORD_77;PROD_272;5;3
ORD_78;PROD_22;3;4
ORD_78;PROD_327;7;3
ORD_78;PROD_190;6;4
ORD_78;PROD_12;1;2
ORD_78;PROD_395;3;1
ORD_78;PROD_406;6;1
ORD_78;PROD_413;4;5
ORD_78;PROD_189;2;2
ORD_78;PROD_317;5;1
ORD_78;PROD_27;2;5
ORD_78;PROD_431;6;5
ORD_78;PROD_340;1;2
ORD_78;PROD_142;9;1
ORD_79;PROD_47;2;5
ORD_79;PROD_330;9;3
ORD_79;PROD_207;9;2
ORD_79;PROD_241;3;5
ORD_79;PROD_3;9;4
ORD_79;PROD_264;7;1
ORD_79;PROD_409;9;2
ORD_79;PROD_36;3;3
ORD_79;PROD_299;2;5
ORD_79;PROD_243;3;1
ORD_79;PROD_238;8;1
ORD_79;PROD_434;5;2
ORD_79;PROD_319;5;3
ORD_80;PROD_442;6;1
ORD_80;PROD_82;9;3
ORD_80;PROD_121;6;1
ORD_80;PROD_391;3;5
ORD_80;PROD_484;4;1
ORD_80;PROD_413;1;1
ORD_80;PROD_3;5;3
ORD_80;PROD_13;1;1
ORD_80;PROD_164;7;2
ORD_80;PROD_105;2;4
ORD_81;PROD_49;9;1
ORD_81;PROD_305;1;4
ORD_81;PROD_90;6;1
ORD_81;PROD_86;1;2
ORD_81;PROD_71;2;2
ORD_81;PROD_269;7;4
ORD_81;PROD_74;2;4
ORD_82;PROD_78;9;4
ORD_82;PROD_129;7;3
ORD_82;PROD_20;2;1
ORD_82;PROD_29;5;4
ORD_82;PROD_294;1;5
ORD_82;PROD_199;9;1
ORD_82;PROD_118;3;5
ORD_82;PROD_238;1;5
ORD_82;PROD_378;1;3
ORD_82;PROD_307;9;1
ORD_82;PROD_369;8;2
ORD_82;PROD_155;8;5
ORD_82;PROD_168;6;2
ORD_83;PROD_92;9;4
ORD_83;PROD_278;3;2
ORD_83;PROD_357;2;3
ORD_83;PROD_187;7;2
ORD_83;PROD_389;2;4
ORD_83;PROD_146;1;3
ORD_83;PROD_267;8;3
ORD_83;PROD_119;1;5
ORD_84;PROD_468;7;5
ORD_84;PROD_311;5;3
ORD_84;PROD_472;6;5
ORD_84;PROD_40;5;5
ORD_84;PROD_135;4;4
ORD_84;PROD_453;7;1
ORD_84;PROD_262;6;5
ORD_84;PROD_424;2;2
ORD_84;PROD_181;6;2
ORD_84;PROD_227;9;4
ORD_84;PROD_265;7;5
ORD_84;PROD_106;6;2
ORD_84;PROD_321;6;3
ORD_84;PROD_487;6;2
ORD_84;PROD_404;5;4
ORD_85;PROD_413;9;2
ORD_85;PROD_357;7;5
ORD_85;PROD_453;7;4
ORD_85;PROD_435;8;2
ORD_85;PROD_77;7;4
ORD_85;PROD_283;9;3
ORD_85;PROD_215;9;4
ORD_85;PROD_165;4;2
ORD_86;PROD_303;8;3
ORD_86;PROD_482;1;2
ORD_86;PROD_253;2;4
ORD_86;PROD_429;5;1
ORD_86;PROD_496;6;5
ORD_87;PROD_177;2;1
